ID,Name,Address,Category,Neighborhood,Rating,Reviews,Price,Score,Lat,Lng,Phone,YelpID,Stage,LastUpdated
GTWN-140,Saigon Noodles & Grill,"1800 Wilson Blvd, Arlington, VA, 22201",Restaurant,Georgetown,3.8,206,$$,65,38.89396413507029,-77.07882922883567,+17035665940,dIMNqrq_vOHpLcOdcPCVpA,Not Started,
GTWN-141,Thai Select,"1713 Wilson Blvd, Arlington, VA, 22209",Restaurant,Georgetown,3.5,189,$$,65,38.89425,-77.07865,+17035677527,fFaslXsd-W5sWFNUib0Q5g,Not Started,
GTWN-142,Char Bar,"2142 L St NW, Washington, DC, DC, 20037",Restaurant,Georgetown,3.5,186,$$,65,38.9036064,-77.0483246,+12027854314,5Cn744K6LvDEZDIkb2Swjg,Not Started,
GTWN-143,Hyannis Port,"2700 F St NW, Washington, DC, DC, 20566",Coffee,Georgetown,4.0,1,,65,38.89592,-77.05572,,twa6A3aiHFaqlqx6jIypTw,Not Started,
GLOV-034,Uyghur Eats,"2412 Wisconsin Ave NW, Washington, DC, DC, 20007",Restaurant,Glover Park / Cathedral,4.3,204,$$,65,38.92138,-77.07251,+12023333600,RiwIUBITUfhn6etk6qVbnQ,Not Started,
GLOV-035,Cracked Eggery,"3420 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Glover Park / Cathedral,4.4,201,$$,65,38.93515201079044,-77.05850476041127,,Drau6D0AQqc7NGmoaYiiFA,Not Started,
BROOK-017,Murry & Paul's Restaurant,"3513 12th St NE, Washington, DC, DC, 20017",Restaurant,Brookland,4.3,188,$,65,38.9329719543457,-76.9907455444336,+12025294078,cl0wqAZojm2j48NEhLMyTg,Not Started,
NOMA-023,Roti,"1275 First St NE, Washington, DC, DC, 20002",Restaurant,NoMa / Union Market,3.7,182,$,65,38.9067649,-77.00543590000001,+12028693803,vFffnn5jxvXxvGHwLKh6Fw,Not Started,
NOMA-024,Grafika Coffee,"Washington, DC, DC, 20036",Coffee,NoMa / Union Market,5.0,1,,65,38.90751524713298,-77.00749430522899,,1bD3CCtNbZVxbBy_4fhRBQ,Not Started,
NOMA-025,Dunkin',"50 Massachusetts Ave, Washington, DC, DC, 20002",Coffee,NoMa / Union Market,1.8,28,$,65,38.898389162067446,-77.0068327151732,+12028380604,zAthn67_PTpV0i5AbMua9w,Not Started,
DUP-377,Sura,"2016 P St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.3,146,,64,38.90949152279202,-77.0456201,+12024506282,AJVYQ16JiOiITt3cpkXw_Q,Not Started,
DUP-378,Moxies Restaurant,"1111 20th St NW, Washington, DC, DC, 20526",Bar,Dupont Circle,4.1,10,,64,38.9041,-77.04447,+12028079604,dfLeKmA3vM2GYAmArd3uzA,Not Started,
DUP-379,Rosebar Lounge,"1215 Connecticut Ave NW, Washington, DC, DC, 20036",Nightclub,Dupont Circle,2.8,402,$$,64,38.90641,-77.04112,+12029555525,QvE4VfVU_0IrlKwz7UwRdg,Not Started,
DUP-380,Number Nine,"1435 P St NW, Washington, DC, DC, 20005",Restaurant,Dupont Circle,3.7,156,$$,64,38.9099,-77.03337,+12029860999,IDoVOdOnrKiEq61y6zH95Q,Not Started,
DUP-381,The Blaguard,"2003 18th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,4.1,140,$$,64,38.917293548584,-77.0413818359375,+12022329005,UAFTRlitf6YOc2sQugROJQ,Not Started,
DUP-382,Capital Doner Shawarma Gyro,"2035 P St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.3,158,$$,64,38.90981367106726,-77.04643048346043,+12022239000,ytWsdUp1oymZKgMvf3lPFg,Not Started,
DUP-383,Mason's Famous Lobster Rolls - Dupont Circle,"1303 19th St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.4,147,,64,38.907486,-77.043198,+12027331450,02iKD048WpOFKcYirEMQvg,Not Started,
DUP-384,Talkin' Tacos Washington DC,"1800 M St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.3,171,$$,64,38.90556858614616,-77.04216680340022,+17712239384,L1Oy7Uh4qfYNblmn0mpC-w,Not Started,
DUP-385,Mikey & Mel's Deli,"1828 L St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.0,151,$$,64,38.903591423833234,-77.04317192944953,+12028517050,F_EzO5PchrM38xZIKM-qug,Not Started,
DUP-386,Dupont Pizza,"2004 P St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,3.3,140,$,64,38.9095,-77.04528,+12022233338,LhkEr5xA-VvFKfXhv_teUw,Not Started,
DUP-387,Tokyo Pearl,"1301 Connecticut Ave NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,3.1,141,,64,38.90762,-77.04192,+12028173187,RpwSI0UiefeaxCZ_B85fMQ,Not Started,
DUP-388,Hush Rooftop Bar,"1430 Rhode Island Ave NW, Washington, DC, DC, 20005",Wine Bar,Dupont Circle,0.0,0,,64,38.9080642204169,-77.03292970910954,+12027423100,cp5sLKXfUjLRSOD1hCC0UQ,Not Started,
DUP-389,The Lofi Klub,"1069 16th St NW, Washington, DC, DC, 20036",Wine Bar,Dupont Circle,0.0,0,,64,38.90363933006833,-77.0362117,,n82imMPbpGZKOsX8u1ohCg,Not Started,
LOG-129,Ghion Ethiopian Restaurant,"2010 9th St NW, Washington, DC, DC, 20001",Restaurant,Logan Circle,4.4,141,$$,64,38.91740194759683,-77.0242525,+12025885811,gGtzt-Iet9S0XHTEzzUjPg,Not Started,
LOG-130,miXX,"999 9th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,3.8,11,$$,64,38.90167,-77.0234,+12026823183,6sH4u5MSJDTfVXNAmuiXPg,Not Started,
LOG-131,Benitos Place,"1431 11th St NW, Washington, DC, DC, 20001",Restaurant,Logan Circle,4.7,171,$$,64,38.9093433099563,-77.0268602822185,+12022990977,1gsUUmx6HTk0OLNPGw4jBw,Not Started,
LOG-132,Call Your Mother Deli - Logan Circle,"1471 P St NW, Washington, DC, DC, 20005",Restaurant,Logan Circle,4.3,164,$$,64,38.90982,-77.03412,+12029165831,lLbSvyQORMHJLNIZDkJeLg,Not Started,
LOG-133,Cracked Eggery,"1921 8th St NW, Washington, DC, DC, 20001",Restaurant,Logan Circle,4.4,164,$$,64,38.91625,-77.02261,,XNtjY8MkZxsEZR1fmXdzgw,Not Started,
LOG-134,Roaming Rooster,"1301 U St NW, Washington, DC, DC, 20009",Restaurant,Logan Circle,4.3,169,,64,38.917262,-77.030583,+12028082993,2lWxthDbB9ARyiMtp-TLgQ,Not Started,
14TH-063,Andy's Pizza,"2465 18th St NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,4.3,150,,64,38.92214129886951,-77.0421906,+12025007642,k5y90bZyY-akO-dWvMLwlg,Not Started,
14TH-064,Bossa,"2463 18th St NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,3.6,141,$$,64,38.9220876263576,-77.04225252972181,+12026670088,BPOES_VaXh4JFZQHSacoBQ,Not Started,
14TH-065,Tsehay Ethiopian Restaurant & Bar,"2429 18th St, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,4.6,162,$$,64,38.9212881219731,-77.04191657265395,+12028088952,cSWX4AuH7XwI6XInTfei7w,Not Started,
14TH-066,Pink Lounge - Jesiree’s,"2434 18th St NW, Washington, DC, DC, 20009",Wine Bar,14th Street Corridor,0.0,0,,64,38.92151,-77.04256,+12028194319,e14mC6uTLmzwgB7DmRGi9g,Not Started,
14TH-067,Tipsy Peacock,"2915 Georgia Ave NW, Washington, DC, DC, 20001",Wine Bar,14th Street Corridor,0.0,0,,64,38.9277295634702,-77.0227737426758,+12025563115,iMtwpuZ4LvfTfCjUrJiSFg,Not Started,
UST-008,Dunkin',"1739 New Jersey Ave, Washington, DC, DC, 20001",Coffee,U Street,3.1,23,$,64,38.91358285588633,-77.01719734572139,+12023326444,scHCCJOmYIPsB4KiZXwMMA,Not Started,
UST-009,Canteen,"1923 9th St NW, Washington, DC, DC, 20001",Restaurant,U Street,0.0,0,,64,38.91644,-77.02365,,rRyCGZuLcBuDXyU7ACeG2g,Not Started,
SHAW-031,2Fifty Texas BBQ,"414 K St NW, Washington, DC, DC, 20001",Restaurant,Shaw,4.3,145,$$,64,38.90222182862365,-77.01680489507663,,iHzR_fk8A5_7qhP60yLjgw,Not Started,
SHAW-032,RASA,"485 K St NW, Washington, DC, DC, 20001",Restaurant,Shaw,4.3,143,$$,64,38.90282,-77.01846,+12026294329,c7ob5AWqgIjIQAkSzuRLhA,Not Started,
SHAW-033,Bartaco Mt Vernon,"1025 5th St NW, Washington, DC, DC, 20001",Restaurant,Shaw,4.0,144,,64,38.902918903528544,-77.01866129999999,+12028888226,LmqZPflDV_YQVC9MYDMsag,Not Started,
SHAW-034,Prost,"919 5th St NW, Washington, DC, DC, 20001",Restaurant,Shaw,4.2,171,$$,64,38.90192,-77.01861,+12022902233,eqjwpdOgATsZyWPYqAFxoA,Not Started,
ADAM-060,The Raven Grill,"3125 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Adams Morgan,3.8,149,$,64,38.92941,-77.0373,+12023878411,PSDlRB0mHqJK41Z0N8e9iw,Not Started,
ADAM-061,Tavern 18,"2621 Connecticut Ave NW, Washington, DC, DC, 20008",Bar,Adams Morgan,0.0,0,,64,38.92421,-77.05142,+12027331080,znFXPsqQyQ2UVthYvlygfw,Not Started,
ADAM-062,Toku Japanese and Asian Cuisine,"2439 18th ST N.W., Washington, DC, DC, 20009",Restaurant,Adams Morgan,3.4,129,$$,64,38.9215626,-77.04197529999999,+12024621333,iuna-DiGSFjEQR6CCoe1XQ,Not Started,
ADAM-063,Eddie's Cafe,"2600 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Adams Morgan,3.3,161,$,64,38.92371,-77.05199,+12026673939,p4nclH_7COzhc2Cev0fUfA,Not Started,
COLH-052,Pantry - Thai Bistro and Sushi,"3716 Georgia Ave NW, Washington, DC, DC, 20010",Restaurant,Columbia Heights,4.4,163,$$,64,38.9365798787057,-77.0246700569987,+12026291643,3LC28t_YHclGWDmHul6PpA,Not Started,
COLH-053,Angelico Pizzeria,"3205 Mount Pleasant St NW, Washington, DC, DC, 20010",Restaurant,Columbia Heights,3.0,133,$$,64,38.9313999,-77.03818,+12022342622,X1e1ghbv1ddiGeOSIRtt9w,Not Started,
COLH-054,Pizza D'Oro,"3618 14th St, Washington, DC, DC, 20010",Restaurant,Columbia Heights,3.7,113,$$,64,38.93694,-77.0330199,+12022912200,vklr7QLZrrKRI22AiI31kw,Not Started,
HST-112,Hush Harbor,"1337 H St NE, Washington, DC, DC, 20002",Bar,H Street NE,4.0,8,,64,38.89989210284448,-76.98697205365417,+12023991337,UouNiojsRpJ6qVxTBYUnSw,Not Started,
HST-113,Upstairs at the Morrow,"222 M St NE, Washington, DC, DC, 20002",Bar,H Street NE,4.1,24,,64,38.905904,-77.002674,+12022802288,ESx8sacgLKuRwmnLWZ8ghQ,Not Started,
HST-114,Desert 5 Spot,"400 Morse St NE, Washington, DC, DC, 20002",Bar,H Street NE,3.5,28,,64,38.907891,-76.999527,,rzEGXYk-K3XfBOBG1BySMg,Not Started,
HST-115,Tari Trattoria,"300 Morse St NE, Washington, DC, DC, 20002",Bar,H Street NE,3.1,11,,64,38.908854,-77.001255,+12025251800,N7x9Sd8GAapDAl1-jpje9w,Not Started,
HST-116,Bun'd Up,"1309 5th St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,4.0,160,$$,64,38.9088520448054,-76.9979108437959,+15712257235,RuRgTODmBdpszjqqCs7AOQ,Not Started,
HST-117,El Cielo,"1280 4th St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,4.2,158,$$$$,64,38.90927148673976,-76.99940864598724,+12025699855,zen3DIMGMUoeCihoskzoww,Not Started,
HST-118,The Boiling Crab,"400 H St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,3.7,149,$$$,64,38.90051092585609,-77.00040102439114,+12027934204,adkHlbF-4CEppUvhPVdS-w,Not Started,
HST-119,Chick-fil-A,"1401 Maryland Ave NE, Washington, DC, DC, 20002",Restaurant,H Street NE,1.7,160,$$,64,38.8991042,-76.9850923,+12023883500,VZsB_EGsWVophOTiIDUjKQ,Not Started,
HST-120,DC Dosa,"1309 5th St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,3.6,163,$,64,38.9085605836726,-76.9973597828207,,OYTjw1w-S34rYEWPGNdcTA,Not Started,
HST-121,South Block,"1309 5th St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,4.3,157,$$,64,38.908593,-76.997384,+17034658423,Qa1WRPwoKag-YbIQM7DEpQ,Not Started,
HST-122,Denny's,"1250 Bladensburg Rd NE, Washington, DC, DC, 20002",Restaurant,H Street NE,3.0,147,$$,64,38.9067867574674,-76.9794604182243,+12027583637,OJYOJ_mjX19310rjZNHSXQ,Not Started,
HST-123,McDonald's,"1635 Benning Rd, Washington, DC, DC, 20002",Coffee,H Street NE,1.7,23,$,64,38.899274,-76.980196,+12023971190,rLnv4_KXSNz7Em1_02bDwg,Not Started,
CAPH-141,Tom's Watch Bar,"1250 Half St Se, Washington, DC, DC, 20003",Bar,Capitol Hill / Barracks Row,4.0,167,$$,64,38.87548784628661,-77.00728649999999,+12023500124,Du1Bt4ktlUKkMKzICGcJ0A,Not Started,
CAPH-142,La Casina,"327 7th St SE, Washington, DC, DC, 20003",Restaurant,Capitol Hill / Barracks Row,4.3,126,$$,64,38.88537,-76.99645,+12025165100,OyP926btXO3DxY0dOyp0QA,Not Started,
CAPH-143,Akeno Sushi Bar and Thai at Capitol Hill,"524 8th St, Washington, DC, DC, 20003",Restaurant,Capitol Hill / Barracks Row,4.3,116,,64,38.8818511,-76.99479760909315,+12026007073,YqKi87uHmxJPkYK7eisVGw,Not Started,
CAPH-144,Santa Rosa Taqueria,"301 Pennsylvania Ave SE, Washington, DC, DC, 20003",Restaurant,Capitol Hill / Barracks Row,3.7,127,,64,38.88672391359598,-77.00186352966918,+12024504800,MSZBMdjsAuN4czUfxq1Jcw,Not Started,
CAPH-145,La Lomita,"1330 Pennsylvania Ave SE, Washington, DC, DC, 20003",Restaurant,Capitol Hill / Barracks Row,3.4,158,$$,64,38.8810882568359,-76.9866409301758,+12025463109,XGN8gH2JutZK70GPtfaSUg,Not Started,
CAPH-146,PLNT Burger,"101 H St SE, Washington, DC, DC, 20003",Restaurant,Capitol Hill / Barracks Row,4.4,147,,64,38.88067024470397,-77.00514782432683,+18777254794,WNv4ZbZM8NNpL-NgCIHN2w,Not Started,
NAVY-039,Sandlot Southeast,"71 Potomac Ave SE, Washington, DC, DC, 20003",Bar,Navy Yard / The Wharf,4.9,10,,64,38.87081269026271,-77.00761639654914,+12024555325,x3OAZSEV_SKPMVNdzLYELw,Not Started,
NAVY-040,All About Burger,"1101 4th St SW, Washington, DC, DC, 20024",Restaurant,Navy Yard / The Wharf,3.3,142,$$,64,38.87731290567837,-77.018204619428,+12025990400,Q7zy1WgwBvWoeT32F07eYg,Not Started,
NAVY-041,Turning Natural,"2025 Martin Luther King Jr Ave SE, Washington, DC, DC, 20020",Restaurant,Navy Yard / The Wharf,4.3,143,$,64,38.8662867875804,-76.9893388870134,+12028008828,hs991pe5crNwoGSSTTXrcg,Not Started,
NAVY-042,Atlas Brew Works,"600 Howard Rd SE, Washington, DC, DC, 20020",Brewery,Navy Yard / The Wharf,5.0,1,,64,38.86506399077855,-77.00076983776707,+12028320420,KylbJmQ7R7Ba7UCuDABiRg,Not Started,
PENN-178,Present Company Public House,"438 Massachusetts Ave NW, Washington, DC, DC, 20001",Restaurant,Penn Quarter / Chinatown,4.6,138,$$,64,38.9002246213413,-77.0172864220771,+12022891100,dmJGYQz9zcyrZ8aTUK9zMA,Not Started,
PENN-179,Art DC - Arlo Rooftop Bar,"333 G St NW, Washington, DC, DC, 20001",Bar,Penn Quarter / Chinatown,3.7,11,,64,38.89850191831675,-77.0158718,+12027377000,1pxXnfU828eQQ2pvPfTJdw,Not Started,
PENN-180,The Patio at Hotel Washington,"515 15th St NW, Washington, DC, DC, 20036",Bar,Penn Quarter / Chinatown,3.2,10,,64,38.89703852953753,-77.03312636665954,+12026612400,-Lt5x2kuEp2ET2kkNEDmeQ,Not Started,
PENN-181,L8,"727 15th St NW, Washington, DC, DC, 20005",Bar,Penn Quarter / Chinatown,2.9,27,$$,64,38.8996124267578,-77.0332336425781,+12025067006,-mPK34eWKuyPLbasYCwGRw,Not Started,
PENN-182,GRK FRESH,"1000 F St NW, Washington, DC, DC, 20004",Restaurant,Penn Quarter / Chinatown,3.3,152,$$,64,38.89717,-77.02621,+12025064595,13Zgq4zFxtJMSFIHGZ-Tdg,Not Started,
GTWN-144,La Bonne Vache,"3265 Prospect St NW, Washington, DC, DC, 20007",Restaurant,Georgetown,4.4,164,,64,38.906114,-77.065069,+12022220620,8PtE7Q09wDJjaNpa8yMx6g,Not Started,
GTWN-145,Seasons Restaurant,"2800 Pennsylvania Ave NW, Washington, DC, DC, 20007",Restaurant,Georgetown,4.1,116,$$$$,64,38.9043676779532,-77.0576379920655,+12023420444,8Gl7TfOk0Ys9sTP-LJlvKA,Not Started,
GTWN-146,Wisemiller's Grocery & Deli,"1236 36th St NW, Washington, DC, DC, 20007",Restaurant,Georgetown,3.9,146,$,64,38.90632,-77.070475,+12023338254,V65fp9Ihx8ej_QDS0pJz4Q,Not Started,
GTWN-147,Juniper Restaurant,"2401 M St NW, Washington, DC, DC, 20037",Restaurant,Georgetown,3.5,140,$$$,64,38.9053734908162,-77.0519663313522,+12024575020,hF1aEEfJQenMnFZHGZROZw,Not Started,
GTWN-148,Fresh Baguette,"1737 Wisconsin Ave NW, Washington, DC, DC, 20007",Bakery,Georgetown,4.2,169,$,64,38.91462,-77.06697,+12023332598,m-c-L08Ngtznhd8G8rlW5Q,Not Started,
GLOV-036,Cork Wine Bar And Market,"3504 Connecticut Ave NW, Washington, DC, DC, 20008",Wine Bar,Glover Park / Cathedral,0.0,0,,64,38.93591069961688,-77.05898705404346,+12022652675,wMGAobReriN868jMnN6zIg,Not Started,
GLOV-037,Fresh Med,"3313 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Glover Park / Cathedral,3.6,169,$,64,38.9339318,-77.0572892,+12022443995,W_wv2sFf0Gx76AGBKj-Fsg,Not Started,
GLOV-038,Angelico La Pizzeria,"2313 Wisconsin Ave NW, Washington, DC, DC, 20007",Restaurant,Glover Park / Cathedral,3.2,123,$$,64,38.920622,-77.071648,+12023338350,o6L_u-wWjOIduEuhfuCywg,Not Started,
BROOK-018,Today's Pizza,"3928 12th St NE, Washington, DC, DC, 20017",Restaurant,Brookland,3.6,138,$,64,38.93802,-76.99063,+12025292900,eBnJbNQ5EvWtk8drIRXKUQ,Not Started,
NOMA-026,Chopt Creative Salad Co.,"50 Massachusetts Ave NE, Washington, DC, DC, 20002",Restaurant,NoMa / Union Market,3.2,167,$$,64,38.89764188959,-77.006713916967,+12026880330,ifm2QXBxeDTzEpj_hUqkoQ,Not Started,
DUP-390,Drunk Shakespeare - DC,"1100 13th St NW, Washington, DC, DC, 20005",Restaurant,Dupont Circle,4.5,124,,63,38.90416,-77.03001,,4YV-NbEUFTnkNOtT9aP6zA,Not Started,
DUP-391,Green Lantern,"1335 Green Ct NW, Washington, DC, DC, 20005",Restaurant,Dupont Circle,3.6,111,$,63,38.9044761657715,-77.0308837890625,+12023474533,EvpbyWn2T5nCvnpCRW_wjQ,Not Started,
DUP-392,Fava Pot,"1817 M St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,4.7,124,$$,63,38.90585,-77.0425,+12024926919,WBghn9f-1PEibDQOa8hQ1A,Not Started,
DUP-393,Tatiana Pizza,"1730 Connecticut Ave NW, Washington, DC, DC, 20009",Restaurant,Dupont Circle,4.4,92,,63,38.91361327203194,-77.04601510360077,+12025254799,XuLrCsg1rMmAuML4jiG24g,Not Started,
DUP-394,Aloha Poke,"1333 19th St NW, Washington, DC, DC, 20036",Restaurant,Dupont Circle,3.9,132,,63,38.90808,-77.04322,+12028646416,MQpM-u41vxmSu52sAR_M1A,Not Started,
DUP-395,Elmina,"2208 14th St NW, Washington, DC, DC, 20009",Restaurant,Dupont Circle,4.2,137,,63,38.919532,-77.03232,+12025191544,WEdg7l3q09kYEi53G0eTdw,Not Started,
DUP-396,Soupy Dumpling & Fancy Cuppa Bubble Tea,"1320 14th St NW, Washington, DC, DC, 20005",Restaurant,Dupont Circle,4.5,111,$$,63,38.90793,-77.03229,+12022901706,p-KXAB_DP1OnnqNJMyPUcw,Not Started,
DUP-397,7-Eleven,"912 New Hampshire Ave, Washington, DC, DC, 20037",Coffee,Dupont Circle,2.6,17,$,63,38.9011458,-77.0516978,+12023337550,3u6wZOP9A0nFTybX3q-M9w,Not Started,
DUP-398,Bread Bite Bakery,"1616 14th St NW, Washington, DC, DC, 20009",Bakery,Dupont Circle,4.0,113,$$,63,38.91176,-77.03226,+12022990909,bbnUvWlliOZ2s51Ue7Jhng,Not Started,
DUP-399,Pops Legasea,"1831 M St NW, Washington, DC, DC, 20036",Bar,Dupont Circle,0.0,0,,63,38.90584921697267,-77.04297609999999,+14438206014,rLp7AMtBCsd9rChLgyVC2Q,Not Started,
DUP-400,Me-Me’s Happy Hour,"Saint Charles, MD, 20603",Bar,Dupont Circle,0.0,0,,63,38.60808182,-76.91848755,+12029827840,TdGkw9dOUBoS8EWGUbnT2w,Not Started,
DUP-401,Diosa,"1610 14th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,0.0,0,,63,38.91155536829835,-77.0323398,+12023501512,WqtskjN5BKxEQPHq2l9SyA,Not Started,
DUP-402,Infamy Bar and Restaurant,"1400 M St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,0.0,0,,63,38.90549166458719,-77.0333653,+12024291700,RPqxLUnPsbq8aMzJkpnDPg,Not Started,
DUP-403,Kathmandu Tapas & Cocktails,"1342 U St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,0.0,0,,63,38.9168,-77.03124,+15712910381,6pEgtC2GzigT6VZAEnH4fw,Not Started,
DUP-404,Decades DC,"1219 Connecticut Ave NW, Washington, DC, DC, 20036",Nightclub,Dupont Circle,2.8,333,$$,63,38.90655,-77.04114,+12028533503,EjYZqWulwbqch5mPrOTjtA,Not Started,
DUP-405,Kalorama Market,"2160 California St NW, Washington, DC, DC, 20008",Cafe,Dupont Circle,5.0,1,,63,38.91597,-77.048647,,m_DMqNmhsM7qmR6k46-1kw,Not Started,
DUP-406,District Line Cafe & Market,"1919 Connecticut Ave NW, Washington, DC, DC, 20009",Cafe,Dupont Circle,2.0,1,,63,38.916436,-77.044901,+12024833000,8B5Q7fuC-fKiFA7s75oLfA,Not Started,
LOG-135,MK Lounge,"1930 9th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,3.6,113,$$,63,38.9160802399128,-77.0239790529013,+12025181161,hAR2BgqLpHy-tzw_z2Gzzw,Not Started,
LOG-136,Brooklyn On U,"1212 U St NW, Washington, DC, DC, 20009",Restaurant,Logan Circle,3.3,126,$$,63,38.91678518014199,-77.0285468152901,+12026035895,_YrXLAqLGSfr9hS2cvYKhw,Not Started,
LOG-137,Stellina Pizzeria,"508 K St NW, Washington, DC, DC, 20001",Restaurant,Logan Circle,4.0,100,$$,63,38.90221,-77.01951,+12028513995,zt5hiLWtgDBL4Giri3vg6Q,Not Started,
LOG-138,7-Eleven,"504 K St NW, Washington, DC, DC, 20001",Coffee,Logan Circle,3.5,15,,63,38.90228,-77.0193,+12022977941,n5zN1r-hYyRpoeJXI3CX0Q,Not Started,
LOG-139,Ciel Downtown,"601 K St NW, Washington, DC, DC, 20001",Bar,Logan Circle,0.0,0,,63,38.90280503019717,-77.0201287,+12028314100,41pIK1SHcwhOHq6PLD8LkA,Not Started,
14TH-068,Pitchers DC,"2317 18th St NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,3.3,130,$$,63,38.92045499940667,-77.04176443092022,+12027332568,YgjQimk9GDK2y_U7-Nspfg,Not Started,
14TH-069,Italian Kitchen,"1110 U St NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,3.5,102,$,63,38.91686,-77.02714,+12023874992,mYqq9F0JNQ0SHBbjAdbtXw,Not Started,
14TH-070,Ball or Nothing,"Washington, DC, DC, 20009",Restaurant,14th Street Corridor,4.5,107,$,63,38.92041,-77.03709,+12022814003,_jFu4tg1wFOb_qqMThXruA,Not Started,
14TH-071,Jumbo Pizza,"1344 U St NW, Washington, DC, DC, 20009",Restaurant,14th Street Corridor,2.1,132,$,63,38.91673,-77.0313,+12026670032,NBjadK3bsD58yB_htWEwHg,Not Started,
14TH-072,Sharbat Bakery And Cafe,"2473 18th St Nw, Washington, DC, DC, 20009",Bakery,14th Street Corridor,4.6,130,,63,38.92233,-77.04227,+12028435252,XGQ9b5ay9YoFVY22wAzaHw,Not Started,
14TH-073,Riff Raff,"2333 18th St NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,0.0,0,,63,38.92049244916509,-77.0416995,,jJIGdw5q1JsH3Q_fzwN_dw,Not Started,
14TH-074,Agave Room,"2446 18th St NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,0.0,0,,63,38.92184,-77.0427,,fAei8u7BN10tYfgp4P26vQ,Not Started,
SHAW-035,Proper Bar,"300 K St NW, Washington, DC, DC, 20001",Bar,Shaw,4.2,22,,63,38.90242696281996,-77.01546309999999,+12026883174,OxcfKHOkDmwpZ0inEeESxA,Not Started,
SHAW-036,Meats & Foods,"247 Florida Ave NW, Washington, DC, DC, 20001",Restaurant,Shaw,4.4,121,$,63,38.913835,-77.015579,+12025051384,5POgTO06jyJGEztlQO0yyw,Not Started,
SHAW-037,Korean BBQ Taco Box,"Washington, DC, DC, 20001",Restaurant,Shaw,4.0,121,$,63,38.9055938720703,-77.0205230712891,+14074532250,UNdEfi_IQX5Prr1GOGtt3g,Not Started,
SHAW-038,Pow Pow,"1250 I Eye St  NW, Washington, DC, DC, 20005",Restaurant,Shaw,3.9,126,$$,63,38.90119146085093,-77.02934852958587,+12026294548,2-6qkzvnUvihJj6a-bS4Qw,Not Started,
SHAW-039,Pepe,"Washington, DC, DC, 20001",Restaurant,Shaw,3.9,123,$$,63,38.9059104919434,-77.0210571289062,+12026380202,xF5cphbxvMKNdMRNSWAzkQ,Not Started,
SHAW-040,Side Door,"1648 North Capitol St NW, Washington, DC, DC, 20002",Bar,Shaw,0.0,0,,63,38.912371,-77.0093251521494,,kqD3COZBLOEgNs4mS1VmcQ,Not Started,
ADAM-064,Shenanigan's Irish Pub,"2450 18th St NW, Washington, DC, DC, 20009",Restaurant,Adams Morgan,3.5,116,$,63,38.9217687710409,-77.042607737955,+12025887405,4RoSn6IjCeqq4au4kma44Q,Not Started,
ADAM-065,Donsak Thai Restaurant ,"2608 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Adams Morgan,4.4,135,,63,38.92398,-77.05212,+12025078207,XKOVFGUCK1e0vZBML4ddxw,Not Started,
ADAM-066,NaanWise,"2635 Connecticut Ave NW, Washington, DC, DC, 20008",Restaurant,Adams Morgan,4.3,135,$$,63,38.92465,-77.05171,+12024505810,cXJCK35CyFNagZX0_vLL8A,Not Started,
COLH-055,Lux DC Bar & Lounge,"3001 Georgia Ave NW, Washington, DC, DC, 20001",Bar,Columbia Heights,4.5,8,,63,38.928289,-77.022856,+12404768396,Egn0Ji-TAgNTvx9MqKbyOA,Not Started,
COLH-056,Gloria's Pupuseria,"3411 14th St NW, Washington, DC, DC, 20009",Restaurant,Columbia Heights,3.8,125,$,63,38.9318581206615,-77.032480732923,+12028840105,ovX-WTcC_2mrHdOjbQwdUA,Not Started,
